x,y,z
-2.785753423050206234e-01,1.508916943649249442e-01,8.017624264717594373e-01
-2.795551420654728281e-01,1.517684041837649711e-01,8.016870718464137457e-01
-2.806267348875137180e-01,1.526437337825494178e-01,8.016046572933188674e-01
-2.818069698473103513e-01,1.535172324011521705e-01,8.015138875636437232e-01
-2.831154595468744484e-01,1.543884492794471153e-01,8.014132537717196803e-01
-2.847416739658764073e-01,1.552454877028661140e-01,8.012881845346909726e-01
-2.866076974388455101e-01,1.560962881276803382e-01,8.011446720452606307e-01
-2.882134968709373912e-01,1.569743185619311698e-01,8.010211726533462695e-01
-2.498995410784935478e-01,1.184001501033501991e-01,8.030934700046369334e-01
-2.497072557202795751e-01,1.193098808953957923e-01,8.031088213152781652e-01
-2.498760104846725061e-01,1.201483692357736000e-01,8.030953485963336913e-01
-2.503907718678970440e-01,1.209216575453477271e-01,8.030542510266545086e-01
-2.508563626746132535e-01,1.217072244117455848e-01,8.030170797346848355e-01
-2.515199432249856093e-01,1.224587793777184852e-01,8.029641017018253057e-01
-2.523121695476669979e-01,1.231907430420117744e-01,8.029008527148072671e-01
-2.531535664778321038e-01,1.239185008535581001e-01,8.028336779147096092e-01
-2.540655849257754118e-01,1.246386926005082496e-01,8.027608653571004504e-01
-2.550687546884603529e-01,1.253483827541070350e-01,8.026807752390868744e-01
-2.561447147994442286e-01,1.260514754185872444e-01,8.025948738397740145e-01
-2.572698455179118215e-01,1.267526123056607612e-01,8.025050466273814243e-01
-2.584063255965847183e-01,1.274584430585103401e-01,8.024143134485933748e-01
-2.595085496572646089e-01,1.281764666865067848e-01,8.023263152983480806e-01
-2.605834104848305799e-01,1.289052862057881721e-01,8.022405016521395593e-01
-2.615701801432410711e-01,1.296541291604237922e-01,8.021617209541697102e-01
-2.624061103616562862e-01,1.304318729171948799e-01,8.020949824725431831e-01
-2.630227485767203111e-01,1.312474842498498329e-01,8.020457522995035893e-01
-2.636157967563088067e-01,1.320701736340718635e-01,8.019984051476326536e-01
-2.642276218700205237e-01,1.328936155269341834e-01,8.019495588518338325e-01
-2.648990756363559518e-01,1.337121623883443244e-01,8.018959518649377838e-01
-2.656680981549274789e-01,1.345211166272359260e-01,8.018345550166865454e-01
-2.665350162773967857e-01,1.353212680051522621e-01,8.017653427834096069e-01
-2.674364875332059799e-01,1.361218924949365028e-01,8.016933719803407410e-01
-2.682844801948539026e-01,1.369347359368996986e-01,8.016256711262464973e-01
-2.690725767628955878e-01,1.377601187060075172e-01,8.015627515928178681e-01
-2.697682444697646620e-01,1.386015910039143928e-01,8.015072115905734762e-01
-2.704321221045085655e-01,1.394509832689957984e-01,8.014542095518346621e-01
-2.710119788830820386e-01,1.403141889105039009e-01,8.014079154372169000e-01
-2.715489933446720849e-01,1.411857243011193641e-01,8.013650417112507807e-01
-2.720420662368359666e-01,1.420653174946504005e-01,8.013256765916705326e-01
-2.725327919735152649e-01,1.429480622837739356e-01,8.012864982842938799e-01
-2.730237257095225467e-01,1.438336569199757942e-01,8.012473037768206297e-01
-2.735507575043324979e-01,1.447183723876672157e-01,8.012052271699469097e-01
-2.741939567224888075e-01,1.455944638083176979e-01,8.011538757754657070e-01
-2.748405132325533740e-01,1.464739675948815711e-01,8.011022566921992549e-01
-2.754889711941069241e-01,1.473570793250995048e-01,8.010504856439732979e-01
-2.762068919793413957e-01,1.482375945279794105e-01,8.009931694854420803e-01
-2.770324532996108480e-01,1.491127099225716957e-01,8.009272590053102547e-01
-2.778749495441692474e-01,1.499911948422389396e-01,8.008599969167381483e-01
-2.788763663820633121e-01,1.508613518754439720e-01,8.007800465284294900e-01
-2.799591004255923554e-01,1.517308420816855796e-01,8.006936039281845607e-01
-2.811088610522742837e-01,1.526014759520488151e-01,8.006018108356206531e-01
-2.824695353826447985e-01,1.534631151089864143e-01,8.004931785944822131e-01
-2.838802122248850757e-01,1.543291240314441093e-01,8.003805543459878713e-01
-2.857371978560185877e-01,1.551727271954017051e-01,8.002322981554278458e-01
-2.872299643666252900e-01,1.560511227081017860e-01,8.001131199301929620e-01
-2.891001711041133460e-01,1.569145388285117515e-01,7.999638082553288676e-01
-2.473314831522853696e-01,1.180378767976956733e-01,8.024313429095836225e-01
-2.474872539264601490e-01,1.188711907098489173e-01,8.024184501726819851e-01
-2.480588292961972141e-01,1.196234497556882270e-01,8.023711423904530404e-01
-2.486311770357398365e-01,1.203788939247327217e-01,8.023237714495302653e-01
-2.491726913761646567e-01,1.211435842642979988e-01,8.022789516985779912e-01
-2.499597734402613791e-01,1.218651729951100715e-01,8.022138073931860403e-01
-2.507564797865923234e-01,1.225895631442265876e-01,8.021478665262573582e-01
-2.516508250752527154e-01,1.233007992932992347e-01,8.020738445679389539e-01
-2.525321003552089549e-01,1.240196052322583564e-01,8.020009044229534645e-01
-2.534991624257642018e-01,1.247283975908952125e-01,8.019208637415635721e-01
-2.545770819430758780e-01,1.254235740134911903e-01,8.018316474555664541e-01
-2.556866071363847470e-01,1.261196333298879035e-01,8.017398154270151123e-01
-2.568409565720684573e-01,1.268146607408719428e-01,8.016442740719520454e-01
-2.579367582392014802e-01,1.275260943303304084e-01,8.015535776918537580e-01
-2.589922211082916204e-01,1.282504621277051338e-01,8.014662202043189021e-01
-2.600445650406230103e-01,1.289815019200044044e-01,8.013791215156500503e-01
-2.610767395119823475e-01,1.297218176851468452e-01,8.012936913440030784e-01
-2.620020072538286615e-01,1.304845783243375190e-01,8.012171099253014850e-01
-2.626506957027983646e-01,1.312943409512238868e-01,8.011634198625755543e-01
-2.632679567387839481e-01,1.321125339100556739e-01,8.011123313247283662e-01
-2.638709298781162227e-01,1.329364004860120185e-01,8.010624253939315764e-01
-2.644924683281304478e-01,1.337611350546079048e-01,8.010109821576025801e-01
-2.652089723328343029e-01,1.345763440559106239e-01,8.009516794583562138e-01
-2.660265907116772244e-01,1.353820088634686836e-01,8.008840079688728242e-01
-2.668944098135141996e-01,1.361857774982648261e-01,8.008121814488821100e-01
-2.677231970593255683e-01,1.369996863732533821e-01,8.007435847573246557e-01
-2.685052590759031133e-01,1.378243576119141944e-01,8.006788563266874492e-01
-2.692088415986008676e-01,1.386633600423531898e-01,8.006206232055192995e-01
-2.698695306950237849e-01,1.395116645226674446e-01,8.005659398879234612e-01
-2.705000993824305255e-01,1.403673972318368324e-01,8.005137499603359741e-01
-2.710718826895450184e-01,1.412335942814545997e-01,8.004664250487506516e-01
-2.715848509420028534e-01,1.421097266802983650e-01,8.004239680648483901e-01
-2.720761942957485857e-01,1.429912458489137062e-01,8.003833013619825465e-01
-2.727198032555445684e-01,1.438593949506478675e-01,8.003300316034831496e-01
-2.734241581170724911e-01,1.447250108549790748e-01,8.002717348589912794e-01
-2.740653015956306393e-01,1.456011097262101539e-01,8.002186691349778558e-01
-2.747100690636718467e-01,1.464805837104516395e-01,8.001653039414927671e-01
-2.754960520611779429e-01,1.473504315445618995e-01,8.001002506416147186e-01
-2.763506823019768466e-01,1.482185582945542701e-01,8.000295152585306102e-01
-2.772550083059717174e-01,1.490872475633817085e-01,7.999546669094345086e-01
-2.782257240713495450e-01,1.499555046985345252e-01,7.998743243115219448e-01
-2.793377741565754024e-01,1.508176449070172676e-01,7.997822833543827281e-01
-2.805637115712484309e-01,1.516771531979041465e-01,7.996808162641829698e-01
-2.819536479533188977e-01,1.525311275700526603e-01,7.995657758161979212e-01
-2.834791856795674247e-01,1.533831238130526908e-01,7.994395116129628942e-01
-2.852051401903278327e-01,1.542296904454427131e-01,7.992966600286199874e-01
-2.868111179009203981e-01,1.550945538411336311e-01,7.991637380812953717e-01
-2.880855628961797033e-01,1.559906053672032722e-01,7.990582563717503195e-01
-2.907542514238531384e-01,1.568065482506947883e-01,7.988373775333174054e-01
-2.453039073756447253e-01,1.167203943560319312e-01,8.017375869380124476e-01
-2.452365505025686510e-01,1.175930026302533515e-01,8.017433594072257419e-01
-2.456271491107651639e-01,1.183722402284341224e-01,8.017098855162666515e-01
-2.461254356462486137e-01,1.191321957240300544e-01,8.016671841060504233e-01
-2.468106463921142524e-01,1.198582175502972968e-01,8.016084629995638977e-01
-2.475891113367689189e-01,1.205701130757527717e-01,8.015417496389285468e-01
-2.484121245336252670e-01,1.212780448923306831e-01,8.014712193434915255e-01
-2.492292573742006523e-01,1.219918961951928504e-01,8.014011930785930327e-01
-2.501527415876320104e-01,1.226907718310552009e-01,8.013220521995082501e-01
-2.510894714708530318e-01,1.233926388750272163e-01,8.012417762605016369e-01
-2.520660274794620515e-01,1.240928295383649238e-01,8.011580878005768458e-01
-2.530690747966751197e-01,1.247940334806638130e-01,8.010721287561783921e-01
-2.541294704867605447e-01,1.254911358783440956e-01,8.009812548874503113e-01
-2.552869812954024487e-01,1.261778223643498786e-01,8.008820590322059951e-01
-2.564351963461396489e-01,1.268728497753339179e-01,8.007836593048437424e-01
-2.575237465031193218e-01,1.275844323764043220e-01,8.006903727058615194e-01
-2.585401582805051945e-01,1.283140677342610725e-01,8.006032683487076529e-01
-2.595448984303726503e-01,1.290515038500028022e-01,8.005171642468479343e-01
-2.605767239027105830e-01,1.297905641923146614e-01,8.004287392256064226e-01
-2.615569328317590148e-01,1.305435794720845588e-01,8.003447372334108190e-01
-2.623635819796227842e-01,1.313284385333257087e-01,8.002756091601003208e-01
-2.630341215401255650e-01,1.321380931267934211e-01,8.002181456829088324e-01
-2.636572023756256766e-01,1.329585249850945838e-01,8.001647487087371058e-01
-2.642484461184527178e-01,1.337870891521172889e-01,8.001140804441411181e-01
-2.648466987416882579e-01,1.346181529889302619e-01,8.000628109794025722e-01
-2.655600936597877215e-01,1.354370723793702491e-01,8.000016746956110092e-01
-2.663331831460089005e-01,1.362522255013184913e-01,7.999354223717586310e-01
-2.671483558678239278e-01,1.370664249489503272e-01,7.998655641170395736e-01
-2.679272663306222491e-01,1.378899786005216010e-01,7.997988131213805696e-01
-2.686249208879598060e-01,1.387281875441270240e-01,7.997390258131265028e-01
-2.693118541718194647e-01,1.395717758069234260e-01,7.996801572021275950e-01
-2.699647823068682118e-01,1.404233957956033119e-01,7.996242024402404613e-01
-2.705622924824652165e-01,1.412852305302815803e-01,7.995729969395544146e-01
-2.711346477799878585e-01,1.421533610055642494e-01,7.995239472597515107e-01
-2.718138296738497051e-01,1.430131580064492591e-01,7.994657428836877688e-01
-2.725676149639131851e-01,1.438689689467149146e-01,7.994011452618609015e-01
-2.732933348721259814e-01,1.447320889065461524e-01,7.993389525645054894e-01
-2.739345913796563114e-01,1.456079642603593238e-01,7.992839980579123926e-01
-2.747548425994346122e-01,1.464700523147778877e-01,7.992137046308092074e-01
-2.756527561529628079e-01,1.473295736441808113e-01,7.991367552252101047e-01
-2.765639450816202993e-01,1.481931220123963722e-01,7.990586683126382761e-01
-2.775979088428056629e-01,1.490510526428418525e-01,7.989700596696520662e-01
-2.787732983010569043e-01,1.499028402695851692e-01,7.988693312171254446e-01
-2.800281914524105353e-01,1.507548570016818412e-01,7.987617894933870533e-01
-2.814397457947196424e-01,1.516016341129737266e-01,7.986408224429560887e-01
-2.831003245834121107e-01,1.524373843649821647e-01,7.984985144756208131e-01
-2.849134660935016550e-01,1.532714694122271903e-01,7.983431318842574287e-01
-2.864839090316325665e-01,1.541335220763879188e-01,7.982085485442363959e-01
-2.879436645156074892e-01,1.550123292336659797e-01,7.980834505621032804e-01
-2.892447096048230692e-01,1.559101148823695548e-01,7.979719537226248605e-01
-2.436388193845436811e-01,1.144942279288964637e-01,8.010232810664897896e-01
-2.432607974410010976e-01,1.154294397065835365e-01,8.010567854991224035e-01
-2.433146011831811006e-01,1.162709753344254859e-01,8.010520164446865987e-01
-2.434279098315491052e-01,1.171003925929265388e-01,8.010419745840545724e-01
-2.437328572281575734e-01,1.178909960518079170e-01,8.010149467517930777e-01
-2.442691727314696415e-01,1.186364005634980567e-01,8.009674130045458806e-01
-2.449823399189570705e-01,1.193495217094617256e-01,8.009042048430102811e-01
-2.457695021781781675e-01,1.200522381196217903e-01,8.008344391115961303e-01
-2.465636125751894947e-01,1.207581955323415168e-01,8.007640570950546044e-01
-2.475929808676775590e-01,1.214237745235162147e-01,8.006728244391014826e-01
-2.486738368460903459e-01,1.220856617520051368e-01,8.005770280022116436e-01
-2.496417405782599408e-01,1.227748143801885017e-01,8.004912431320829747e-01
-2.506581923447943616e-01,1.234607632587151893e-01,8.004011543949954843e-01
-2.516281151727489118e-01,1.241610209772782691e-01,8.003151901157665726e-01
-2.526489615329780558e-01,1.248579333851533302e-01,8.002247122666078516e-01
-2.537363500532044402e-01,1.255492578575806983e-01,8.001283379849729593e-01
-2.548861532399870899e-01,1.262362460921006568e-01,8.000264306424352823e-01
-2.560412714833135150e-01,1.269290718565183052e-01,7.999240522890589400e-01
-2.571184158740155712e-01,1.276415299008088478e-01,7.998285854296598441e-01
-2.581010769958860251e-01,1.283755946288304695e-01,7.997414919138707834e-01
-2.590851930908666390e-01,1.291151727864938148e-01,7.996542696646183890e-01
-2.600819584256949257e-01,1.298585134873586067e-01,7.995659264492183116e-01
-2.611009341239112214e-01,1.306042868027882942e-01,7.994756143800153536e-01
-2.620393823634570296e-01,1.313681277761655219e-01,7.993924400485858950e-01
-2.628123513246767295e-01,1.321618753800588020e-01,7.993239318225654477e-01
-2.634314807305008777e-01,1.329823966453271278e-01,7.992690589049864514e-01
-2.640486503273180019e-01,1.338067847619252571e-01,7.992143586438861247e-01
-2.646389180995081247e-01,1.346385377774434455e-01,7.991620436069485356e-01
-2.652324817395309564e-01,1.354732896516518958e-01,7.991094355743828537e-01
-2.658675563149862087e-01,1.363059963414864906e-01,7.990531496242878617e-01
-2.665683711921208454e-01,1.371338601539330848e-01,7.989910360998709882e-01
-2.673342732251671183e-01,1.379575330147939094e-01,7.989231544118113870e-01
-2.680899311286891185e-01,1.387869688997464546e-01,7.988561801459876932e-01
-2.687899443023826218e-01,1.396275694797234901e-01,7.987941378028747819e-01
-2.694718150715483262e-01,1.404744099209504493e-01,7.987337039775731506e-01
-2.701039499954436818e-01,1.413309733698563941e-01,7.986776779414560545e-01
-2.708670014619736222e-01,1.421764801571565040e-01,7.986100483615916623e-01
-2.716259850315939639e-01,1.430269192288117774e-01,7.985427800469785398e-01
-2.723902836267826921e-01,1.438812251517968543e-01,7.984750402568968619e-01
-2.731576999816677231e-01,1.447396661470132240e-01,7.984070240120121342e-01
-2.740307344304672710e-01,1.455919529626565345e-01,7.983296466203050334e-01
-2.749418650635573891e-01,1.464455920586781867e-01,7.982488931656409603e-01
-2.758708115282914042e-01,1.473028819391923316e-01,7.981665608985050175e-01
-2.769178768620402797e-01,1.481547291705804237e-01,7.980737596829137193e-01
-2.781662906252433398e-01,1.489947504679160484e-01,7.979631128374128357e-01
-2.794773269923801484e-01,1.498366698006587394e-01,7.978469158016529006e-01
-2.808423749771236100e-01,1.506817370037036308e-01,7.977259316528407807e-01
-2.827236956623235820e-01,1.514933119843202003e-01,7.975591900369698450e-01
-2.848528343668290108e-01,1.522966913262801536e-01,7.973704841566924273e-01
-2.863947934464270428e-01,1.531562666723924049e-01,7.972338206994902254e-01
-2.877386703210146335e-01,1.540390338132577308e-01,7.971147132528799695e-01
-2.887653068063941175e-01,1.549514170119958290e-01,7.970237219876584733e-01
-2.908192628141123559e-01,1.558022807667451270e-01,7.968416803872648835e-01
-2.412511732298919798e-01,1.141544889042573341e-01,8.003845439992187671e-01
-2.411687317127739760e-01,1.150196652243333229e-01,8.003920926247189982e-01
-2.413835190361144356e-01,1.158205020556645759e-01,8.003724260791734713e-01
-2.415718550090240613e-01,1.166282120475964912e-01,8.003551814635544437e-01
-2.419882485075236511e-01,1.173893633613782295e-01,8.003170552022204065e-01
-2.425109520577916067e-01,1.181310500333505042e-01,8.002691945103854732e-01
-2.430625710458384492e-01,1.188699203858571418e-01,8.002186869457915686e-01
-2.438620192352842775e-01,1.195623810718255409e-01,8.001454867939021831e-01
-2.446774688455569668e-01,1.202563765773969062e-01,8.000708213231431110e-01
-2.456702404384110694e-01,1.209206666181283363e-01,7.999799194527184021e-01
-2.467238412876048836e-01,1.215791265795426734e-01,7.998834488068378157e-01
-2.478581320610649952e-01,1.222285303602414497e-01,7.997795892442485233e-01
-2.490575566702561972e-01,1.228724616894917854e-01,7.996697656610171068e-01
-2.501704726398030210e-01,1.235392215976910957e-01,7.995678635842852211e-01
-2.511814128732878237e-01,1.242308180163102516e-01,7.994752987104469799e-01
-2.522116498378762506e-01,1.249249066541390785e-01,7.993809671587723820e-01
-2.533019441226536106e-01,1.256145770976739295e-01,7.992811364951545317e-01
-2.544585299770240061e-01,1.262992631027894386e-01,7.991752347601608353e-01
-2.556204002843139866e-01,1.269898499677377113e-01,7.990688509871117784e-01
-2.566443137905534133e-01,1.277099970112042793e-01,7.989750973421329006e-01
-2.576272292818179710e-01,1.284427839646535285e-01,7.988850989600773111e-01
-2.586094915963395580e-01,1.291814158985810645e-01,7.987951595240710967e-01
-2.596054100656983721e-01,1.299236427376466163e-01,7.987039699238239754e-01
-2.606393282002253953e-01,1.306658733020024665e-01,7.986093005552213908e-01
-2.616605105498381878e-01,1.314160648117261299e-01,7.985157980582024972e-01
-2.625400253160481423e-01,1.321931380162434944e-01,7.984352673471225570e-01
-2.632209916366095026e-01,1.330040703842835792e-01,7.983729154985315102e-01
-2.638573380280599956e-01,1.338252882788377174e-01,7.983146495125402753e-01
-2.644506082078247333e-01,1.346562254557805427e-01,7.982603277389737073e-01
-2.650256503982301726e-01,1.354931044707494148e-01,7.982076747921822424e-01
-2.656254517878693377e-01,1.363300617168145545e-01,7.981527551947837917e-01
-2.662604325700311803e-01,1.371659386286931404e-01,7.980946143181426589e-01
-2.669374207911590080e-01,1.380001726875501045e-01,7.980326266155084447e-01
-2.676840850391509763e-01,1.388297315070824989e-01,7.979642596060086968e-01
-2.684224962207317211e-01,1.396646510193543800e-01,7.978966481467111294e-01
-2.691600464740440124e-01,1.405039887259202369e-01,7.978291155505989884e-01
-2.699115200753735566e-01,1.413460347185330757e-01,7.977603084436378778e-01
-2.707384290082660572e-01,1.421839605400758155e-01,7.976845943341223100e-01
-2.715451208401319927e-01,1.430289569626050361e-01,7.976107301951004258e-01
-2.723133380311489327e-01,1.438827748725610145e-01,7.975403896235478962e-01
-2.732225400473873300e-01,1.447264525423245796e-01,7.974571405176763550e-01
-2.741867228372971144e-01,1.455699029693799385e-01,7.973688567439308761e-01
-2.751413760675258113e-01,1.464199061820702918e-01,7.972814462885851050e-01
-2.762033783239770113e-01,1.472653030733065971e-01,7.971842050694680770e-01
-2.774483432322020215e-01,1.481000698486762412e-01,7.970702123309796328e-01
-2.787720684256558279e-01,1.489350918064313301e-01,7.969490078546590528e-01
-2.801895162887604318e-01,1.497697710374789604e-01,7.968192217256470089e-01
-2.819638346855602440e-01,1.505829944590525993e-01,7.966567592893983862e-01
-2.843622682769905707e-01,1.513564429561095603e-01,7.964371500986878738e-01
-2.859973831157850421e-01,1.522030300775962242e-01,7.962874335762858413e-01
-2.877640719175771356e-01,1.530493694672780403e-01,7.961256701912411415e-01
-2.889736199454391308e-01,1.539459276328282722e-01,7.960149206315523251e-01
-2.906115550259038005e-01,1.548201135674910911e-01,7.958649451554076215e-01
-2.400888243537833144e-01,1.127105887363152870e-01,7.996436983427036571e-01
-2.394875071245143872e-01,1.136890436837869056e-01,7.997005218386419312e-01
-2.394309045446159634e-01,1.145437742898660072e-01,7.997058709060957948e-01
-2.396117241373418305e-01,1.153464700410561927e-01,7.996887834283161745e-01
-2.399379533809041232e-01,1.161189648637967475e-01,7.996579557286588313e-01
-2.403738853419676857e-01,1.168701323995786079e-01,7.996167604627947290e-01
-2.408661825499660014e-01,1.176120649407105812e-01,7.995702403521833812e-01
-2.414316445360290553e-01,1.183418046066956886e-01,7.995168049995802217e-01
-2.420673329805360652e-01,1.190605844686227210e-01,7.994567342980496427e-01
-2.428784092461889754e-01,1.197479415068822273e-01,7.993800885126163269e-01
-2.437702192352221853e-01,1.204241301248269447e-01,7.992958147428922411e-01
-2.448150373089194587e-01,1.210757839808659919e-01,7.991970823095312371e-01
-2.458719951092929734e-01,1.217312301824288734e-01,7.990972026739197043e-01
-2.470836230684843038e-01,1.223636913428502448e-01,7.989827059668436204e-01
-2.484161140939301626e-01,1.229807856807904609e-01,7.988567887182582705e-01
-2.496408316072576961e-01,1.236253726611333259e-01,7.987410553521842038e-01
-2.507296079460828997e-01,1.243015612790780433e-01,7.986381686936743218e-01
-2.517477126490492156e-01,1.249966110418038734e-01,7.985419601300445258e-01
-2.528323038493480723e-01,1.256860467920499214e-01,7.984394682211155558e-01
-2.539775047218860160e-01,1.263714443276124366e-01,7.983312499652367444e-01
-2.550975356623400581e-01,1.270677904913621314e-01,7.982254097472445409e-01
-2.561426504796802672e-01,1.277830499539571174e-01,7.981266481970751281e-01
-2.571367428605233485e-01,1.285126927623944648e-01,7.980327087620785464e-01
-2.581079804672531952e-01,1.292517940828996070e-01,7.979409286172016724e-01
-2.591014495625448277e-01,1.299930821488099464e-01,7.978470484689830222e-01
-2.601672524297996558e-01,1.307290952036576637e-01,7.977463327473162114e-01
-2.612083305423856805e-01,1.314750547836022743e-01,7.976479523175834530e-01
-2.622205880326720084e-01,1.322313594947057136e-01,7.975522969113623128e-01
-2.629838178241656332e-01,1.330296146998601325e-01,7.974801737716299410e-01
-2.636695492033454546e-01,1.338433000574307807e-01,7.974153733233548813e-01
-2.642570348954695336e-01,1.346746544668870338e-01,7.973598574199157740e-01
-2.648337461914280766e-01,1.355109039077954658e-01,7.973053594277078604e-01
-2.654198368167265953e-01,1.363492767641740211e-01,7.972499747977090934e-01
-2.660355199075495891e-01,1.371872323880391487e-01,7.971917940867960795e-01
-2.666883939596755293e-01,1.380240406224923500e-01,7.971300997824692924e-01
-2.674364564339765660e-01,1.388528543839650520e-01,7.970594087560550767e-01
-2.682029808852651742e-01,1.396838064620690711e-01,7.969869745001275652e-01
-2.689555846524147031e-01,1.405208829174237617e-01,7.969158547132221271e-01
-2.697288467951146074e-01,1.413599747548299201e-01,7.968427836665000763e-01
-2.705805570536869431e-01,1.421947415301995643e-01,7.967622986130536988e-01
-2.714357994289192111e-01,1.430341202149587043e-01,7.966814800792253459e-01
-2.723320616257573490e-01,1.438741210231976875e-01,7.965967853547927247e-01
-2.733759001976303615e-01,1.447040449211793312e-01,7.964981452898600711e-01
-2.743543207351372137e-01,1.455466683337884315e-01,7.964056865374958827e-01
-2.753946271903502940e-01,1.463889415691094764e-01,7.963073799529450936e-01
-2.767202320906128055e-01,1.472102023045020469e-01,7.961821131242986516e-01
-2.780152650854770813e-01,1.480420316884713539e-01,7.960597356742546982e-01
-2.794256402899725211e-01,1.488711471984582313e-01,7.959264578823612712e-01
-2.810355345210464595e-01,1.496913052479224571e-01,7.957743270189880924e-01
-2.832975012866570941e-01,1.504665344337420829e-01,7.955605758203716515e-01
-2.855659386744004435e-01,1.512544836232858070e-01,7.953462140360881838e-01
-2.872235310078122272e-01,1.521030134836631187e-01,7.951895750854182099e-01
-2.887312615445333797e-01,1.529724031070666679e-01,7.950470982405942744e-01
-2.900749721435598172e-01,1.538623544702725776e-01,7.949201203348251754e-01
-2.382302401169433814e-01,1.122802730033593543e-01,7.989772075363577031e-01
-2.378998010165430110e-01,1.131938631961541541e-01,7.990094032923545919e-01
-2.379008396812438697e-01,1.140313904116349586e-01,7.990093023127851080e-01
-2.381259893049851861e-01,1.148194457719521888e-01,7.989873647181361394e-01
-2.385067881557139668e-01,1.155749346444802650e-01,7.989502631516299802e-01
-2.389540604941375879e-01,1.163183312246995338e-01,7.989066830952576970e-01
-2.394786381446798451e-01,1.170479852090077766e-01,7.988555720073716726e-01
-2.400647334782280984e-01,1.177678342292504676e-01,7.987984658925401105e-01
-2.406762313685741339e-01,1.184858876595693000e-01,7.987388868933672503e-01
-2.413438755722361329e-01,1.191960993538098701e-01,7.986738352351815395e-01
-2.420853827378575684e-01,1.198954108486371406e-01,7.986015884419396249e-01
-2.429672262911825587e-01,1.205713759491639503e-01,7.985156670945153801e-01
-2.439722835045081140e-01,1.212285469601350196e-01,7.984177419401545794e-01
-2.451186860339232831e-01,1.218645210693078407e-01,7.983060432344630808e-01
-2.463908840169336534e-01,1.224834780523972877e-01,7.981820892641215970e-01
-2.477367667918164429e-01,1.230961839983659156e-01,7.980509557702891721e-01
-2.490542795734722592e-01,1.237219582627015479e-01,7.979225863288819109e-01
-2.502088429867222463e-01,1.243847321102815040e-01,7.978100934157785762e-01
-2.511947593058197481e-01,1.250840845833020576e-01,7.977140323566610514e-01
-2.522095500823369751e-01,1.257841821143823036e-01,7.976151577465442344e-01
-2.532891229697351587e-01,1.264791201183991798e-01,7.975099715416289481e-01
-2.544528858076195443e-01,1.271662312874989875e-01,7.973965815830247328e-01
-2.555517182867029780e-01,1.278708736727433570e-01,7.972895196361428072e-01
-2.565668948299560936e-01,1.285955096910195716e-01,7.971906071741751143e-01
-2.575593991676796146e-01,1.293297010789113410e-01,7.970939043682105929e-01
-2.585690857676867238e-01,1.300669919083314308e-01,7.969955277794184001e-01
-2.596138490150532996e-01,1.308048191795544990e-01,7.968937328153710142e-01
-2.607090312995262726e-01,1.315411637852387794e-01,7.967870252881928961e-01
-2.617477407287746582e-01,1.322922493646340736e-01,7.966858205899972623e-01
-2.626627320957801714e-01,1.330673146376805671e-01,7.965966701265723149e-01
-2.634034973403436286e-01,1.338724132011132606e-01,7.965244951960914754e-01
-2.640628620246642799e-01,1.346931654343800910e-01,7.964602503213006335e-01
-2.646393722287929684e-01,1.355290423462586769e-01,7.964040800330807190e-01
-2.652464185927912443e-01,1.363642226288514503e-01,7.963449322104747541e-01
-2.658657508870142516e-01,1.372013624141412147e-01,7.962845901031195828e-01
-2.665223557315543612e-01,1.380373585353093513e-01,7.962206141561271044e-01
-2.672372140170778398e-01,1.388699758181767829e-01,7.961509625378215826e-01
-2.679951615239248852e-01,1.397015462944703468e-01,7.960771138245129608e-01
-2.687493994874327607e-01,1.405379819998937019e-01,7.960036253542699392e-01
-2.695827233488181096e-01,1.413697014877992042e-01,7.959224330101823952e-01
-2.704769416696088391e-01,1.421994167695241340e-01,7.958353058551871362e-01
-2.714479311020102092e-01,1.430259655544953712e-01,7.957406991496731585e-01
-2.724777674626807089e-01,1.438519108424382575e-01,7.956403585392293198e-01
-2.735345493851414345e-01,1.446810785064893135e-01,7.955373927077808993e-01
-2.745698758129592743e-01,1.455185945460992225e-01,7.954365180826811210e-01
-2.757965512148234932e-01,1.463434036205010780e-01,7.953169990359115760e-01
-2.772529166659683519e-01,1.471535778919654258e-01,7.951751006243639175e-01
-2.786372294772275771e-01,1.479789010564284690e-01,7.950402225231210096e-01
-2.801069490118103800e-01,1.488047047833400138e-01,7.948970231477945347e-01
-2.819532533276392638e-01,1.496066238115029701e-01,7.947171310183417381e-01
-2.843056770960128432e-01,1.503771516809659370e-01,7.944879277153663599e-01
-2.862590514123089513e-01,1.511935304234223731e-01,7.942976036529751926e-01
-2.882636757098621660e-01,1.520173653344111808e-01,7.941022864296496397e-01
-2.894131052102870139e-01,1.529166783521371253e-01,7.939902935202920453e-01
-2.907772385245678826e-01,1.538073319325642951e-01,7.938573814231217884e-01
-2.375960625250384539e-01,1.107389788458543189e-01,7.981983848266638315e-01
-2.367705259850313992e-01,1.117679338286118873e-01,7.982812440151055844e-01
-2.364489335002787351e-01,1.126763607690530189e-01,7.983135229708336889e-01
-2.364514850619532371e-01,1.135094623396592506e-01,7.983132660614626896e-01
-2.367644436696114130e-01,1.142731394002633460e-01,7.982818548485750565e-01
-2.371480760194508153e-01,1.150230403373437293e-01,7.982433491084968136e-01
-2.375994449069624426e-01,1.157604317496018775e-01,7.981980454609695075e-01
-2.381547179925111446e-01,1.164781201014714607e-01,7.981423137214443964e-01
